District,Service_Name,Department,Users_Reported,Satisfaction_Score_(%),Year,Month
Ngoma,Digital Health Records,Ministry of Health,1459,,2023,Oct
Nyagatare,Land Registration Portal,Ministry of Lands,4616,83.4,2022,Jun
Gakenke,eTax Portal,Ministry of Lands,,82.3,2024,Feb
Nyagatare,E-Visa Service,Ministry of Lands,,,2024,Sep
Ngoma,Digital Health Records,Rwanda Revenue Authority,,75.1,2024,Nov
Bugesera,Online Business Registration,Ministry of Health,,95.7,2023,Jan
Kayonza,Land Registration Portal,Rwanda Revenue Authority,,57.7,2021,Mar
Burera,Online Business Registration,Rwanda Revenue Authority,,86.2,2023,Apr
Nyanza,eTax Portal,Immigration Department,2729,87,2023,
Bugesera,Digital Health Records,Ministry of Lands,,,2022,Sep
Nyamagabe,Online Business Registration,Rwanda Revenue Authority,,,2022,Jan
Burera,eTax Portal,Immigration Department,3236,,2022,Jul
Karongi,E-Visa Service,Ministry of ICT,2623,76.6,2021,Feb
Bugesera,Land Registration Portal,Immigration Department,,74.3,2021,Aug
Rulindo,Digital Health Records,Ministry of ICT,286,70,2022,Unknown
Rusizi,Digital Health Records,Ministry of ICT,3480,56.2,2022,May
Ngoma,eTax Portal,Ministry of ICT,1351,60.8,2021,
Rusizi,Digital Health Records,Ministry of ICT,,86.5,2024,Unknown
Nyagatare,Land Registration Portal,Ministry of Lands,491,53.4,2021,May
Musanze,Land Registration Portal,Rwanda Revenue Authority,,,2021,Jun
Huye,Digital Health Records,Rwanda Revenue Authority,3848,70.2,2021,Feb
Karongi,Online Business Registration,Ministry of ICT,,63.8,2022,Sep
Musanze,Online Business Registration,Rwanda Revenue Authority,2225,,2024,Aug
Burera,Land Registration Portal,Ministry of ICT,,,2021,Jan
Rwamagana,Online Business Registration,Rwanda Revenue Authority,,69.2,2022,Jun
Huye,eTax Portal,Immigration Department,2131,92.9,2023,Apr
Huye,Irembo Services,Ministry of Lands,4733,88,2023,May
Kayonza,E-Visa Service,Ministry of Health,391,,2021,Oct
Rusizi,Digital Health Records,Ministry of ICT,2124,50.6,2023,
Nyanza,eTax Portal,Immigration Department,695,,2024,May
Ngoma,Land Registration Portal,Immigration Department,,,2023,Dec
Musanze,Irembo Services,Ministry of Lands,,,2023,Oct
Huye,E-Visa Service,Ministry of Lands,1758,58.3,2024,Apr
Ngoma,Land Registration Portal,Ministry of ICT,3019,,2021,Aug
Nyagatare,Irembo Services,Ministry of ICT,,88.1,2021,Jun
Bugesera,eTax Portal,Immigration Department,,57.7,2024,Oct
Rwamagana,Irembo Services,Immigration Department,,,2024,Aug
Ngoma,Online Business Registration,Ministry of Lands,1436,81.8,2024,
Gasabo,eTax Portal,Ministry of ICT,2916,69.3,2023,
Burera,Digital Health Records,Ministry of ICT,3413,70.5,2024,Apr
Rubavu,Land Registration Portal,Immigration Department,4939,,2022,Dec
Rusizi,Online Business Registration,Ministry of Health,198,,2023,Sep
Kicukiro,Digital Health Records,Immigration Department,,,2021,
Kicukiro,Irembo Services,Ministry of Health,1186,99.4,2021,
Burera,Online Business Registration,Ministry of ICT,,55.3,2021,Apr
Ngoma,Digital Health Records,Immigration Department,,57,2023,Mar
Rubavu,eTax Portal,Ministry of Lands,4243,,2022,Jan
Kayonza,Irembo Services,Rwanda Revenue Authority,,75.3,2024,Jul
Musanze,Digital Health Records,Ministry of ICT,4551,,2024,Jan
Gasabo,Irembo Services,Ministry of ICT,,,2021,Apr
Ngoma,Digital Health Records,Immigration Department,,96.3,2021,Sep
Kayonza,Land Registration Portal,Rwanda Revenue Authority,,,2023,Jun
Kayonza,eTax Portal,Rwanda Revenue Authority,,65.7,2022,Nov
Rulindo,Online Business Registration,Rwanda Revenue Authority,4510,,2024,Unknown
Karongi,Digital Health Records,Immigration Department,531,,2023,Dec
Rwamagana,Irembo Services,Immigration Department,,,2024,Jan
Kicukiro,eTax Portal,Ministry of Health,1574,68.7,2021,Jun
Rusizi,Online Business Registration,Ministry of Health,2393,,2024,Jan
Kayonza,Irembo Services,Ministry of Health,1290,99.7,2022,
Musanze,eTax Portal,Ministry of Lands,,99.2,2022,Nov
Nyarugenge,Irembo Services,Ministry of ICT,4170,,2021,Jul
Gakenke,E-Visa Service,Ministry of Health,,69.5,2022,Unknown
Kayonza,E-Visa Service,Ministry of Lands,,,2022,Dec
Nyarugenge,eTax Portal,Ministry of Lands,221,77.1,2023,Dec
Kicukiro,Online Business Registration,Immigration Department,,73.9,2024,May
Rubavu,Online Business Registration,Rwanda Revenue Authority,2372,,2021,Feb
Rubavu,Irembo Services,Rwanda Revenue Authority,3165,62.3,2021,Apr
Ngoma,eTax Portal,Ministry of Health,4140,,2021,Sep
Nyarugenge,Digital Health Records,Ministry of ICT,3054,91.3,2021,Apr
Nyagatare,E-Visa Service,Ministry of ICT,379,59.7,2021,Jul
Musanze,Online Business Registration,Ministry of ICT,3944,75.4,2022,Aug
Burera,E-Visa Service,Ministry of Lands,,,2023,Jan
Nyamagabe,Digital Health Records,Ministry of Lands,,,2021,Mar
Nyagatare,Digital Health Records,Ministry of Lands,,,2023,Dec
Nyanza,Land Registration Portal,Immigration Department,4112,79.1,2023,May
Gakenke,Irembo Services,Ministry of Lands,3202,72.2,2022,Feb
Rulindo,Irembo Services,Ministry of ICT,,,2021,Jan
Rulindo,Irembo Services,Ministry of ICT,,70.1,2022,Apr
Ngoma,eTax Portal,Rwanda Revenue Authority,3776,,2021,Unknown
Nyamagabe,Online Business Registration,Ministry of ICT,4043,81.2,2022,Sep
Ngoma,Online Business Registration,Ministry of Lands,,89.6,2023,Jul
Kicukiro,Land Registration Portal,Ministry of Lands,,60.1,2021,Dec
Musanze,E-Visa Service,Ministry of Health,4856,57.4,2024,Jun
Huye,Land Registration Portal,Immigration Department,,,2023,Aug
Huye,Land Registration Portal,Ministry of ICT,,95.3,2024,Dec
Rusizi,Digital Health Records,Immigration Department,,98.2,2023,Feb
Nyarugenge,Irembo Services,Ministry of ICT,4480,,2022,Oct
Rwamagana,eTax Portal,Rwanda Revenue Authority,4282,,2021,Feb
Nyagatare,Online Business Registration,Rwanda Revenue Authority,1571,,2023,Sep
Rwamagana,eTax Portal,Immigration Department,4872,,2022,Mar
Burera,Irembo Services,Ministry of Lands,,,2021,Nov
Nyarugenge,Irembo Services,Ministry of Health,2469,,2021,Unknown
Rwamagana,Online Business Registration,Ministry of ICT,,,2023,Jul
Gasabo,Digital Health Records,Ministry of ICT,,57.4,2021,Feb
Nyamagabe,E-Visa Service,Ministry of Health,664,,2023,Oct
Rulindo,Land Registration Portal,Immigration Department,,,2021,Oct
Kayonza,Digital Health Records,Immigration Department,,74.6,2024,Jan
Ngoma,Irembo Services,Ministry of ICT,180,,2022,Jul
Kicukiro,Irembo Services,Rwanda Revenue Authority,,,2024,Nov
Nyagatare,Digital Health Records,Ministry of Health,4328,88.1,2023,Mar
Ngoma,Land Registration Portal,Ministry of ICT,4509,,2024,Apr
Ngoma,Land Registration Portal,Rwanda Revenue Authority,4009,,2023,May
Rulindo,Irembo Services,Immigration Department,3637,86.3,2021,May
Nyarugenge,E-Visa Service,Rwanda Revenue Authority,970,,2021,Unknown
Nyagatare,Land Registration Portal,Ministry of Lands,2819,72.2,2023,Jun
Rusizi,Land Registration Portal,Ministry of ICT,4161,,2024,
Huye,Online Business Registration,Ministry of Health,,90.3,2021,Jul
Nyamagabe,E-Visa Service,Rwanda Revenue Authority,3571,60,2022,Dec
Musanze,Online Business Registration,Immigration Department,,53,2021,Unknown
Burera,eTax Portal,Rwanda Revenue Authority,,72,2022,Dec
Nyagatare,Digital Health Records,Immigration Department,4396,,2024,Jun
Rubavu,Irembo Services,Ministry of Lands,1854,,2022,Jun
Rusizi,Land Registration Portal,Immigration Department,3860,62.8,2022,Aug
Rubavu,eTax Portal,Ministry of Health,,,2022,May
Nyarugenge,Online Business Registration,Ministry of Lands,,61,2022,Apr
Kicukiro,Land Registration Portal,Rwanda Revenue Authority,2082,,2021,Feb
Rwamagana,Digital Health Records,Ministry of ICT,4463,,2022,Apr
Ngoma,Online Business Registration,Immigration Department,4893,,2021,Mar
Ngoma,E-Visa Service,Ministry of Health,,,2022,
Rulindo,E-Visa Service,Ministry of ICT,1821,,2023,
Musanze,Irembo Services,Ministry of ICT,,91,2024,Oct
Rulindo,Land Registration Portal,Ministry of Lands,970,,2022,Feb
Ngoma,eTax Portal,Rwanda Revenue Authority,,,2023,Mar
Gakenke,Irembo Services,Ministry of ICT,4534,50.4,2022,Feb
Rusizi,Land Registration Portal,Ministry of Health,3810,,2022,Mar
Nyanza,Land Registration Portal,Immigration Department,,91.4,2022,Aug
Burera,Land Registration Portal,Immigration Department,,50.1,2023,Aug
Kayonza,Land Registration Portal,Immigration Department,,86.9,2024,Jun
Rulindo,Land Registration Portal,Ministry of Lands,,81.6,2023,Jul
Nyarugenge,Irembo Services,Ministry of Health,4438,,2024,Feb
Kicukiro,Digital Health Records,Ministry of ICT,481,,2022,Sep
Nyamagabe,Digital Health Records,Ministry of Health,2682,82.9,2021,Jun
Karongi,Irembo Services,Ministry of Lands,,94.2,2022,
Rusizi,E-Visa Service,Ministry of Lands,,,2024,Apr
Gasabo,Digital Health Records,Rwanda Revenue Authority,1878,,2023,Aug
Nyarugenge,eTax Portal,Ministry of Health,4118,,2022,May
Nyagatare,eTax Portal,Immigration Department,4855,84.4,2023,Aug
Gasabo,E-Visa Service,Ministry of Lands,1513,53.3,2023,May
Rusizi,Irembo Services,Ministry of Lands,3465,,2023,Unknown
Kicukiro,eTax Portal,Rwanda Revenue Authority,,90.4,2022,Feb
Rwamagana,Irembo Services,Immigration Department,4917,84.9,2023,Feb
Kayonza,eTax Portal,Ministry of Lands,934,97.8,2023,Mar
Nyanza,Online Business Registration,Ministry of ICT,,,2022,
Rulindo,E-Visa Service,Immigration Department,3451,53.8,2023,Nov
Rusizi,E-Visa Service,Ministry of Health,4371,,2022,May
Rwamagana,E-Visa Service,Rwanda Revenue Authority,2315,,2024,Unknown
Nyamagabe,Irembo Services,Ministry of ICT,,,2024,Dec
Kayonza,Land Registration Portal,Ministry of ICT,3895,70.1,2024,Dec
Nyarugenge,E-Visa Service,Ministry of Health,,,2023,Oct
Kayonza,eTax Portal,Rwanda Revenue Authority,776,,2021,Jan
Bugesera,Online Business Registration,Ministry of Lands,,,2021,Apr
Nyamagabe,Irembo Services,Rwanda Revenue Authority,1963,70.3,2023,Unknown
Karongi,eTax Portal,Ministry of Lands,1646,51.1,2021,Unknown
Karongi,Land Registration Portal,Ministry of Health,,73.8,2022,Jun
Musanze,eTax Portal,Ministry of Health,,,2021,Mar
Rwamagana,E-Visa Service,Ministry of ICT,,98.9,2023,Feb
Karongi,Online Business Registration,Ministry of ICT,4119,60.7,2023,Dec
Nyamagabe,E-Visa Service,Ministry of ICT,942,,2022,Apr
Kayonza,Digital Health Records,Ministry of Health,3210,59.4,2024,Jun
Ngoma,E-Visa Service,Ministry of Lands,,,2023,Jul
Gakenke,Digital Health Records,Ministry of Health,,,2022,Sep
Burera,E-Visa Service,Ministry of Health,1340,,2021,Jan
Kicukiro,Online Business Registration,Ministry of ICT,,,2021,Nov
Rulindo,Online Business Registration,Rwanda Revenue Authority,1268,,2022,May
Nyarugenge,Irembo Services,Ministry of ICT,,61.7,2022,May
Karongi,E-Visa Service,Rwanda Revenue Authority,4666,,2023,Unknown
Rusizi,Digital Health Records,Ministry of Lands,4185,,2021,Mar
Karongi,Irembo Services,Ministry of Lands,1468,57.1,2022,Jan
Musanzex,eTax Portal,Immigration Department,,,2021,Jul
Gakenke,Online Business Registration,Immigration Department,,,2022,Unknown
Nyanza,Irembo Services,Immigration Department,,,2021,Aug
Gasabo,Online Business Registration,Ministry of Lands,,81.5,2024,Sep
Burera,Irembo Services,Ministry of ICT,,63.6,2023,Dec
Rulindo,eTax Portal,Ministry of ICT,1761,65.9,2021,Sep
Nyamagabe,eTax Portal,Ministry of ICT,845,59.5,2024,Apr
Kicukiro,Land Registration Portal,Ministry of Health,,,2021,Feb
Huye,Digital Health Records,Immigration Department,3161,79.7,2021,Aug
Nyanzax,Land Registration Portal,Ministry of ICT,367,,2024,Feb
Bugesera,Digital Health Records,Immigration Department,,,2021,
Kayonza,eTax Portal,Immigration Department,,62.3,2021,
Rulindo,Irembo Services,Ministry of Health,3980,,2023,Mar
Kicukiro,E-Visa Service,Ministry of Lands,,55.1,2024,Feb
Huye,Online Business Registration,Ministry of ICT,4361,56.5,2024,Jan
Rusizi,eTax Portal,Ministry of Health,,,2022,Jan
Burera,eTax Portal,Ministry of Lands,2189,,2021,Unknown
Rubavu,Irembo Services,Ministry of Lands,1754,94.6,2023,
Ngoma,E-Visa Service,Ministry of ICT,412,,2021,Apr
Rulindo,eTax Portal,Immigration Department,,,2021,Mar
Kayonza,eTax Portal,Rwanda Revenue Authority,4501,83.8,2022,Apr
Musanze,Irembo Services,Immigration Department,,,2021,Unknown
Gasabo,eTax Portal,Immigration Department,4845,,2023,Jul
Nyagatare,Digital Health Records,Rwanda Revenue Authority,,,2023,Jun
Rwamagana,Digital Health Records,Ministry of Lands,2858,83.8,2022,Nov
Ngoma,E-Visa Service,Rwanda Revenue Authority,,58.3,2021,Nov
Burera,Digital Health Records,Rwanda Revenue Authority,2769,93.8,2023,Nov
Gasabo,Digital Health Records,Ministry of Health,,,2021,Feb
Burera,eTax Portal,Ministry of Health,1624,,2021,Oct
Nyamagabe,Online Business Registration,Ministry of Health,,,2021,Oct
Nyarugenge,Digital Health Records,Ministry of Lands,,,2022,May
Nyagatare,E-Visa Service,Rwanda Revenue Authority,638,,2021,Unknown
Musanze,Digital Health Records,Ministry of ICT,1597,100,2023,Feb
Rulindo,eTax Portal,Rwanda Revenue Authority,,,2021,Jan
Musanze,Land Registration Portal,Ministry of Lands,3167,,2023,Feb
Rubavu,eTax Portal,Ministry of Health,1186,71.6,2021,Apr
Kayonza,Irembo Services,Ministry of Lands,,,2023,Nov
Ngoma,E-Visa Service,Ministry of Health,,,2023,Aug
Nyanza,Digital Health Records,Ministry of Lands,,50.1,2021,
Rusizi,Irembo Services,Ministry of ICT,,,2021,Mar
Nyamagabe,Digital Health Records,Ministry of Health,,,2023,Feb
Kayonza,Land Registration Portal,Ministry of Health,,,2024,Unknown
Kayonza,Online Business Registration,Rwanda Revenue Authority,,,2022,Unknown
Nyagatare,Land Registration Portal,Ministry of Lands,621,,2024,
Rulindo,eTax Portal,Immigration Department,1295,,2024,Jun
Burera,eTax Portal,Immigration Department,,83.9,2021,Feb
Rubavu,Irembo Services,Rwanda Revenue Authority,,51.8,2022,Jan
Gakenke,Irembo Services,Ministry of Lands,,56.8,2024,Aug
Huye,eTax Portal,Ministry of ICT,,56.3,2021,Jan
Nyanza,E-Visa Service,Rwanda Revenue Authority,,,2024,Mar
Rubavu,eTax Portal,Ministry of Health,967,,2024,Oct
Nyarugenge,eTax Portal,Ministry of ICT,935,,2021,Jul
Rusizi,Digital Health Records,Ministry of Lands,,79,2021,Unknown
Nyamagabe,Land Registration Portal,Ministry of Health,3241,64.4,2021,Dec
Karongi,E-Visa Service,Immigration Department,,83.3,2022,Jul
Nyanza,Digital Health Records,Ministry of Lands,4849,,2024,Aug
Rusizi,Online Business Registration,Ministry of Health,,77.2,2021,Jan
Gasabo,E-Visa Service,Ministry of Lands,3797,,2023,Jul
Ngoma,Digital Health Records,Ministry of Health,,,2024,Nov
Ngoma,eTax Portal,Ministry of Lands,78,,2023,Jul
Kayonza,Digital Health Records,Immigration Department,,,2022,Mar
Rubavu,Irembo Services,Rwanda Revenue Authority,4049,70.7,2021,Jun
Rulindo,E-Visa Service,Ministry of Health,,,2023,Apr
Burera,eTax Portal,Ministry of Health,,,2022,Mar
Kayonza,Land Registration Portal,Immigration Department,,63.3,2021,May
Bugesera,Digital Health Records,Rwanda Revenue Authority,,,2023,May
Karongi,eTax Portal,Ministry of Lands,88,,2023,Aug
Burera,E-Visa Service,Ministry of Health,936,,2022,Mar
Burera,Irembo Services,Rwanda Revenue Authority,2254,,2021,Jan
Gakenke,Irembo Services,Ministry of Lands,,,2021,Oct
Rulindo,E-Visa Service,Ministry of Health,,,2023,Oct
Karongi,E-Visa Service,Ministry of Health,3580,56.3,2023,Oct
Huye,Digital Health Records,Ministry of Lands,3828,53.8,2023,Apr
Nyagatare,eTax Portal,Immigration Department,,,2021,Nov
Gakenke,Land Registration Portal,Rwanda Revenue Authority,,59.1,2022,May
Nyagatare,E-Visa Service,Ministry of Health,1038,50.9,2022,Aug
Nyamagabe,E-Visa Service,Ministry of Lands,,67.1,2021,Jul
Kicukiro,Online Business Registration,Ministry of Health,1732,,2024,Sep
Karongi,Irembo Services,Ministry of Lands,,,2022,Aug
Kayonza,Online Business Registration,Ministry of Health,983,50.1,2023,Jan
Gakenke,Land Registration Portal,Ministry of ICT,3283,83.2,2024,Feb
Gakenke,E-Visa Service,Immigration Department,1905,98.7,2024,May
Rubavu,Digital Health Records,Rwanda Revenue Authority,,,2022,Jul
Kayonza,Irembo Services,Immigration Department,1859,94.9,2024,Mar
Kicukiro,Online Business Registration,Immigration Department,2305,,2024,Jul
Rubavu,Irembo Services,Rwanda Revenue Authority,,,2022,Apr
Nyanza,Online Business Registration,Immigration Department,1034,,2022,Nov
Karongi,E-Visa Service,Ministry of ICT,3726,53.3,2024,
Musanze,eTax Portal,Ministry of Lands,569,,2023,Sep
Rulindo,eTax Portal,Rwanda Revenue Authority,,74.2,2021,Apr
Musanze,Digital Health Records,Ministry of Lands,,,2024,Nov
Nyanza,Land Registration Portal,Ministry of Health,,,2024,
Rulindo,Irembo Services,Ministry of ICT,,99.5,2023,Sep
Gasabo,Land Registration Portal,Ministry of Lands,,,2024,
Rubavu,Online Business Registration,Ministry of Lands,,82.5,2024,Jan
Nyamagabe,E-Visa Service,Rwanda Revenue Authority,576,,2021,Jul
Rubavu,Digital Health Records,Ministry of Health,2303,88.8,2021,
Nyarugenge,eTax Portal,Rwanda Revenue Authority,,,2021,Dec
Kayonza,eTax Portal,Ministry of Health,,81,2022,Jun
Rusizi,Digital Health Records,Rwanda Revenue Authority,,,2022,Aug
Karongi,Irembo Services,Ministry of Lands,,65.8,2021,Sep
Gakenke,Land Registration Portal,Ministry of Lands,,57.3,2021,
Nyarugenge,Online Business Registration,Ministry of ICT,633,,2022,Aug
Karongi,Land Registration Portal,Ministry of Lands,3838,,2023,Jun
Burera,eTax Portal,Immigration Department,4217,82.1,2024,Oct
Gakenke,Digital Health Records,Ministry of Lands,,,2024,Sep
Karongi,eTax Portal,Immigration Department,,,2021,Jun
Kayonza,E-Visa Service,Ministry of Lands,3616,73.5,2023,Jul
Burera,eTax Portal,Immigration Department,,,2022,May
Kicukiro,Online Business Registration,Immigration Department,778,53.1,2021,Mar
Nyarugenge,Irembo Services,Ministry of Lands,,,2023,Jan
Nyagatare,Irembo Services,Immigration Department,,81.5,2023,Jun
Ngoma,E-Visa Service,Ministry of ICT,,52.2,2023,Oct
Nyagatare,Online Business Registration,Ministry of Health,,97.9,2022,Apr
Nyarugenge,Digital Health Records,Immigration Department,1626,,2022,Jan
Nyamagabe,Land Registration Portal,Immigration Department,,75,2024,
Musanze,Digital Health Records,Ministry of ICT,,,2024,
Musanze,Land Registration Portal,Ministry of ICT,,,2023,May
Rulindo,Irembo Services,Rwanda Revenue Authority,,,2023,Jan
Rwamagana,eTax Portal,Ministry of Health,,77.3,2022,
Ngoma-,eTax Portal,Rwanda Revenue Authority,51,72.9,2024,Aug
Gasabo,E-Visa Service,Immigration Department,2898,58.3,2023,Sep
Kicukiro,Digital Health Records,Ministry of ICT,,74.1,2024,Jun
Karongi,Online Business Registration,Immigration Department,967,52.5,2024,
Kicukiro,Land Registration Portal,Ministry of Lands,,56.8,2023,Oct
Ngoma,eTax Portal,Ministry of Health,,89.7,2022,Apr
Bugesera,E-Visa Service,Ministry of Lands,,,2023,Mar
Bugesera,Digital Health Records,Ministry of ICT,,,2023,Feb
Nyamagabe,Online Business Registration,Ministry of ICT,155,,2024,Apr
Rubavu,Irembo Services,Ministry of ICT,477,,2023,Nov
Nyagatare,Online Business Registration,Ministry of Health,1945,,2022,Apr
Nyanza,Irembo Services,Rwanda Revenue Authority,366,78.5,2023,May
Nyamagabe,Digital Health Records,Immigration Department,,,2022,Sep
Rwamagana,Online Business Registration,Immigration Department,,79.7,2022,Unknown
Rwamagana,E-Visa Service,Immigration Department,3194,,2024,
Rwamagana,Digital Health Records,Immigration Department,,,2021,Dec
Nyarugenge,Irembo Services,Immigration Department,,91.5,2021,Jan
Gakenke,E-Visa Service,Rwanda Revenue Authority,,,2024,
Nyagatare,eTax Portal,Ministry of Lands,,84.9,2023,Apr
Kayonza,E-Visa Service,Ministry of Health,,,2024,Oct
Rubavu,eTax Portal,Ministry of Lands,4256,,2022,Unknown
Nyagatare,E-Visa Service,Ministry of Lands,2480,,2021,
Rulindo,Irembo Services,Immigration Department,,,2024,Jul
Rusizi,Land Registration Portal,Immigration Department,,62.4,2023,Jun
Rulindo,Land Registration Portal,Rwanda Revenue Authority,,72.9,2024,Unknown
Rusizi,eTax Portal,Ministry of Health,,,2021,Unknown
Gasabo,eTax Portal,Ministry of ICT,944,88.2,2024,Mar
Rulindo,Online Business Registration,Ministry of Lands,,74.9,2024,Mar
Ngoma,E-Visa Service,Ministry of ICT,4159,,2021,Apr
Burera,E-Visa Service,Ministry of Health,,,2022,Oct
Rwamagana,E-Visa Service,Ministry of Lands,3006,77.6,2022,Jun
Nyarugenge,E-Visa Service,Ministry of ICT,,,2021,
Rulindo,Online Business Registration,Ministry of ICT,,,2024,Dec
Rubavu,Land Registration Portal,Ministry of Lands,,68.2,2021,Mar
Kayonza,Irembo Services,Ministry of Health,1290,99.7,2022,
Gakenke,E-Visa Service,Ministry of Health,,69.5,2022,Unknown
Rusizi,eTax Portal,Rwanda Revenue Authority,4458,,2024,Mar
Nyanza,E-Visa Service,Ministry of ICT,,,2023,Jul
Nyarugenge,Online Business Registration,Ministry of Health,,54,2021,Feb
Karongi,E-Visa Service,Ministry of Health,4855,80.4,2022,Oct
Nyarugenge,Digital Health Records,Immigration Department,,67.8,2021,Jul
Rulindo,Irembo Services,Ministry of Health,3980,,2023,Mar
Bugesera,eTax Portal,Ministry of Lands,,,2022,Mar
Karongi,Irembo Services,Ministry of Lands,,94.2,2022,
Kicukiro,E-Visa Service,Ministry of ICT,613,,2021,Mar
Rwamagana,E-Visa Service,Ministry of Lands,4472,53.5,2021,Oct
Bugesera,E-Visa Service,Ministry of Lands,,,2023,Mar
Nyanza,Land Registration Portal,Ministry of Health,,,2024,
Rusizi,Digital Health Records,Ministry of Lands,,79,2021,Unknown
Rusizi,Digital Health Records,Ministry of Lands,,,2023,Dec
Kayonza,Irembo Services,Ministry of Lands,,,2023,Nov
Musanze,E-Visa Service,Ministry of Health,4856,57.4,2024,Jun
Rubavu,Digital Health Records,Ministry of ICT,,,2021,Aug
Kayonza,Land Registration Portal,Rwanda Revenue Authority,1115,,2022,Sep
Nyagatare,E-Visa Service,Ministry of ICT,1009,84.8,2023,Jan
Rwamagana,Irembo Services,Rwanda Revenue Authority,,78.9,2024,May
Nyarugenge,Irembo Services,Ministry of Health,370,,2023,Oct
Kicukiro,eTax Portal,Ministry of Health,,77,2021,Nov